random_random-100-90-100-42,random_random-100-50-100-42,random_random-100-30-100-42,random_random-50-90-100-42,random_random-50-50-100-42,random_random-50-30-100-42,random_random-20-90-100-42,random_random-20-50-100-42,random_random-20-30-100-42,random_random-10-90-100-42,random_random-10-50-100-42,random_random-10-30-100-42,random_outer-100-90-100-42,random_outer-100-50-100-42,random_outer-100-30-100-42,random_outer-50-90-100-42,random_outer-50-50-100-42,random_outer-50-30-100-42,random_outer-20-90-100-42,random_outer-20-50-100-42,random_outer-20-30-100-42,random_outer-10-90-100-42,random_outer-10-50-100-42,random_outer-10-30-100-42,random_centre-100-90-100-42,random_centre-100-50-100-42,random_centre-100-30-100-42,random_centre-50-90-100-42,random_centre-50-50-100-42,random_centre-50-30-100-42,random_centre-20-90-100-42,random_centre-20-50-100-42,random_centre-20-30-100-42,random_centre-10-90-100-42,random_centre-10-50-100-42,random_centre-10-30-100-42,cluster_random-100-90-100-42,cluster_random-100-50-100-42,cluster_random-100-30-100-42,cluster_random-50-90-100-42,cluster_random-50-50-100-42,cluster_random-50-30-100-42,cluster_random-20-90-100-42,cluster_random-20-50-100-42,cluster_random-20-30-100-42,cluster_random-10-90-100-42,cluster_random-10-50-100-42,cluster_random-10-30-100-42,cluster_outer-100-90-100-42,cluster_outer-100-50-100-42,cluster_outer-100-30-100-42,cluster_outer-50-90-100-42,cluster_outer-50-50-100-42,cluster_outer-50-30-100-42,cluster_outer-20-90-100-42,cluster_outer-20-50-100-42,cluster_outer-20-30-100-42,cluster_outer-10-90-100-42,cluster_outer-10-50-100-42,cluster_outer-10-30-100-42,cluster_centre-100-90-100-42,cluster_centre-100-50-100-42,cluster_centre-100-30-100-42,cluster_centre-50-90-100-42,cluster_centre-50-50-100-42,cluster_centre-50-30-100-42,cluster_centre-20-90-100-42,cluster_centre-20-50-100-42,cluster_centre-20-30-100-42,cluster_centre-10-90-100-42,cluster_centre-10-50-100-42,cluster_centre-10-30-100-42,id,notes
54.02,27.78,16.71,27.91,14.45,8.73,11.9,6.36,4.11,6.36,3.56,2.41,53.12,27.54,16.33,27.58,14.24,8.6,11.84,6.22,3.83,6.14,3.44,2.39,54.72,28.19,16.73,28.51,14.69,8.81,12.25,6.57,4.13,6.58,3.73,2.75,53.58,28.29,17.17,27.27,14.3,8.79,11.53,6.29,3.97,6.1,3.49,2.29,53.36,27.69,16.87,27.11,14.39,8.64,11.65,6.1,3.88,6.04,3.35,2.32,54.63,28.33,17.12,27.57,14.55,8.85,11.6,6.4,4.07,6.25,3.67,2.38,79,
54.05,27.97,17.11,27.86,14.43,8.68,11.78,6.3,3.92,6.06,3.4,2.14,53.42,27.67,16.57,27.59,14.23,8.6,11.68,6.22,3.7,6.1,3.28,2.18,54.11,28.19,18.27,28.13,14.66,8.88,11.86,6.37,4.06,6.32,3.49,2.3,53.71,28.0,17.41,26.96,14.34,8.93,11.29,6.2,3.81,5.97,3.37,2.17,53.13,27.75,17.16,26.98,14.25,8.67,11.51,5.98,3.78,5.87,3.24,2.15,53.94,28.06,18.43,27.18,14.4,9.27,11.41,6.32,3.93,6.05,3.47,2.24,84,
55.33,30.83,19.38,28.49,15.38,9.33,12.33,6.58,4.21,6.74,3.9,2.71,56.36,33.51,22.32,29.25,15.92,11.09,12.68,7.02,4.59,6.81,3.97,2.83,53.25,27.86,17.92,27.82,14.32,8.52,12.23,6.48,4.05,6.61,3.75,2.58,55.89,32.33,22.69,28.42,16.0,11.3,12.25,7.04,4.82,6.53,3.89,2.89,56.78,34.39,24.45,29.59,16.86,11.05,13.0,7.47,5.11,6.47,3.95,2.92,53.96,29.89,20.23,27.75,14.72,9.43,12.24,6.76,4.45,6.55,3.82,2.88,85,
54.34,27.92,16.74,28.23,14.54,8.62,12.23,6.48,4.01,6.64,3.84,2.75,54.49,28.36,17.12,28.5,14.72,8.97,12.4,6.54,3.99,6.81,3.73,2.78,53.98,27.63,16.29,28.17,14.39,8.48,12.2,6.38,3.84,6.81,3.88,2.74,54.47,28.21,17.73,27.63,14.38,8.95,11.82,6.46,4.18,6.27,3.74,2.54,54.75,29.07,18.02,27.86,14.88,9.09,12.06,6.52,4.12,6.41,3.68,2.56,54.16,27.8,16.69,27.67,14.23,8.71,11.91,6.42,4.16,6.49,3.8,2.67,87,
54.35,28.21,16.82,28.0,14.52,8.58,11.87,6.24,3.89,6.15,3.49,2.34,54.35,28.48,17.46,28.08,14.61,8.92,11.93,6.39,3.92,6.38,3.5,2.36,54.67,27.68,16.29,28.28,14.33,8.4,11.93,6.21,3.78,6.17,3.44,2.21,54.29,28.24,17.96,27.4,14.43,9.04,11.72,6.32,4.06,6.16,3.51,2.37,54.19,28.91,17.94,27.67,14.82,9.3,11.83,6.34,3.96,6.12,3.44,2.38,54.29,27.93,16.75,27.51,14.23,8.72,11.65,6.29,3.97,6.17,3.5,2.34,91,
50.72,26.94,16.12,26.34,13.94,8.37,11.05,5.94,3.67,5.7,3.21,2.05,50.3,26.82,16.08,26.13,13.79,8.37,11.02,5.99,3.63,5.81,3.14,2.05,51.32,27.2,16.18,26.52,14.02,8.37,11.14,5.97,3.67,5.73,3.22,2.05,50.22,26.85,16.21,25.36,13.66,8.34,10.74,5.94,3.67,5.66,3.22,2.04,50.04,26.77,16.25,25.48,13.73,8.33,11.02,5.82,3.64,5.63,3.11,2.05,50.47,26.97,16.24,25.52,13.75,8.34,10.79,5.97,3.68,5.7,3.2,2.05,94,
55.08,28.04,16.72,28.36,14.49,8.64,11.94,6.31,3.9,6.31,3.54,2.44,54.85,28.17,16.95,28.34,14.55,8.76,12.01,6.34,4.01,6.38,3.56,2.49,55.71,27.88,16.42,28.66,14.51,8.53,11.99,6.23,3.88,6.31,3.51,2.35,54.94,28.16,17.54,27.74,14.36,8.96,11.81,6.42,4.18,6.28,3.53,2.53,54.88,28.41,17.52,27.92,14.71,9.14,11.85,6.52,4.2,6.28,3.49,2.49,54.99,27.98,16.87,27.63,14.32,8.81,11.75,6.32,4.14,6.22,3.52,2.49,92,
54.74,28.21,16.66,28.56,14.81,8.88,12.51,6.87,4.74,6.76,4.23,3.52,54.05,27.97,16.51,28.22,14.55,8.84,12.33,6.71,4.42,6.65,4.12,3.12,55.5,28.75,16.8,29.21,15.14,8.87,12.85,7.19,4.88,7.04,4.68,3.93,54.23,28.36,16.97,27.84,14.75,9.07,12.32,6.88,4.39,6.73,4.2,3.1,53.88,28.1,16.84,27.62,14.66,8.93,12.23,6.82,4.41,6.58,3.95,2.98,55.35,28.67,17.13,28.35,15.03,9.24,12.49,6.87,4.67,6.69,4.22,3.31,90,
55.96,28.61,17.16,29.2,14.94,8.9,13.07,6.97,4.34,7.27,4.39,3.33,56.91,29.87,17.65,29.91,15.52,9.59,13.36,7.16,4.47,7.1,4.26,3.28,55.16,27.75,16.34,29.0,14.55,8.45,13.03,6.78,4.12,7.32,4.47,3.28,57.32,30.34,20.29,29.0,15.38,10.33,12.6,7.27,4.91,6.83,4.14,3.25,57.55,32.66,20.09,29.7,16.76,10.45,12.94,7.44,5.02,6.8,4.13,3.19,55.51,28.82,17.53,28.94,14.92,9.32,12.68,7.06,4.61,6.98,4.27,3.14,97,
54.22,28.04,16.74,27.89,14.35,8.61,12.01,6.37,4.08,6.67,3.99,2.97,53.77,27.87,16.67,27.83,14.2,8.59,11.87,6.27,3.94,6.45,3.74,2.71,54.48,27.74,16.37,28.28,14.45,8.49,12.25,6.54,4.28,7.02,4.65,3.79,54.19,28.03,16.99,27.24,14.24,8.68,11.73,6.32,3.94,6.24,3.71,2.53,53.89,28.42,17.14,27.45,14.26,8.63,11.84,6.13,3.88,6.14,3.48,2.5,54.25,28.0,16.83,27.39,14.21,8.77,11.72,6.4,4.12,6.35,3.95,2.77,98,
51.14,26.98,16.13,26.62,14.03,8.38,11.3,6.12,3.74,5.95,3.3,2.2,51.02,26.96,16.12,26.76,13.96,8.49,11.43,6.16,3.74,6.04,3.32,2.21,51.26,26.91,16.1,26.66,14.04,8.39,11.31,6.08,3.72,5.9,3.27,2.16,50.77,27.09,16.86,25.9,14.01,8.7,11.11,6.13,3.99,5.85,3.37,2.41,50.8,27.21,17.0,26.2,14.15,8.76,11.33,6.18,4.04,5.88,3.44,2.49,50.69,27.07,16.33,25.92,13.97,8.44,11.13,6.1,3.87,5.84,3.38,2.32,99,
56.21,28.57,17.2,28.68,14.54,8.76,12.18,6.31,3.97,6.32,3.62,2.44,54.38,27.65,16.45,28.04,14.37,8.69,11.96,6.3,3.85,6.22,3.35,2.28,56.3,28.42,18.15,29.59,14.77,8.82,12.7,6.52,4.05,6.94,3.73,2.59,55.97,28.98,18.17,28.21,14.56,9.08,11.59,6.31,3.92,6.25,3.42,2.25,54.84,28.44,17.8,27.38,14.32,8.99,11.73,6.09,3.78,6.1,3.32,2.25,57.55,29.92,19.42,29.09,14.82,9.21,11.84,6.34,4.03,6.38,3.57,2.36,100,
53.6,28.94,18.37,27.94,14.87,9.09,12.24,6.63,4.18,6.63,3.95,2.75,54.86,30.88,20.78,28.63,15.65,11.1,12.53,7.03,4.51,6.74,3.98,2.84,52.38,27.47,17.14,27.38,14.14,8.49,12.05,6.4,3.97,6.5,3.78,2.66,54.13,31.24,21.31,27.83,15.75,11.09,12.17,6.92,4.85,6.46,3.92,2.99,54.81,32.87,23.41,28.92,16.86,10.57,12.78,7.33,5.06,6.36,3.89,2.85,52.73,28.82,18.52,27.24,14.57,9.35,12.09,6.76,4.37,6.46,3.91,2.9,101,
54.87,28.28,16.85,28.34,14.48,8.59,12.09,6.34,3.91,6.4,3.65,2.45,54.97,28.4,17.11,28.4,14.53,8.76,12.03,6.36,3.82,6.55,3.58,2.44,55.12,28.01,16.49,28.49,14.47,8.58,12.04,6.34,3.84,6.43,3.63,2.45,54.74,28.51,17.37,27.52,14.41,8.78,11.71,6.43,3.99,6.24,3.68,2.48,54.86,28.91,17.54,27.88,14.47,8.75,11.97,6.38,3.97,6.32,3.57,2.5,54.78,28.02,16.72,27.45,14.38,8.71,11.72,6.38,3.91,6.26,3.67,2.46,102,
54.2,28.47,17.66,27.81,14.47,8.72,11.95,6.31,4.08,6.32,3.71,2.59,53.88,29.21,18.43,27.81,14.48,8.91,11.84,6.33,3.87,6.31,3.45,2.36,54.3,27.63,16.48,28.18,14.44,8.62,12.17,6.47,4.1,6.77,4.14,3.1,54.01,28.87,17.96,27.21,14.39,8.75,11.45,6.23,3.89,6.19,3.48,2.31,53.91,29.57,18.79,27.18,14.35,8.81,11.65,6.1,3.82,6.05,3.39,2.33,54.18,28.0,17.08,27.39,14.25,8.75,11.7,6.34,4.02,6.23,3.64,2.51,103,
62.18,30.93,17.48,31.55,15.79,8.95,12.75,6.48,3.8,6.52,3.4,2.13,62.2,30.93,17.43,31.37,15.59,8.94,12.88,6.65,3.8,6.57,3.35,2.1,62.54,30.87,17.51,31.42,15.68,8.96,12.91,6.61,3.83,6.48,3.39,2.09,61.64,30.52,17.53,30.79,15.41,8.94,12.64,6.66,3.88,6.35,3.48,2.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.68,30.65,17.51,30.77,15.51,8.92,12.66,6.6,3.82,6.36,3.45,2.11,104,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,
62.25,30.89,17.47,31.58,15.65,8.91,12.7,6.59,3.82,6.5,3.38,2.1,62.21,30.84,17.49,31.39,15.58,8.93,12.89,6.62,3.81,6.64,3.29,2.12,62.21,30.71,17.41,31.54,15.74,8.96,12.99,6.63,3.89,6.4,3.38,2.09,61.75,30.56,17.49,30.71,15.39,8.95,12.62,6.61,3.84,6.41,3.49,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.64,30.77,17.54,30.77,15.45,8.9,12.67,6.57,3.85,6.3,3.43,2.09,133,
62.25,30.89,17.47,31.58,15.65,8.91,12.7,6.59,3.82,6.5,3.38,2.1,62.21,30.84,17.49,31.39,15.58,8.93,12.89,6.62,3.81,6.64,3.29,2.12,62.21,30.71,17.41,31.54,15.74,8.96,12.99,6.63,3.89,6.4,3.38,2.09,61.75,30.56,17.49,30.71,15.39,8.95,12.62,6.61,3.84,6.41,3.49,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.64,30.77,17.54,30.77,15.45,8.9,12.67,6.57,3.85,6.3,3.43,2.09,134,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154,
51.01,27.42,16.36,26.36,14.09,8.43,11.12,5.98,3.68,5.78,3.19,2.05,50.57,27.2,16.19,26.14,13.91,8.38,11.11,6.0,3.63,5.82,3.12,2.05,51.46,27.79,16.55,26.54,14.2,8.47,11.19,6.02,3.71,5.82,3.24,2.07,50.23,27.09,16.33,25.43,13.74,8.39,10.78,5.89,3.68,5.66,3.19,2.04,50.05,26.96,16.41,25.51,13.76,8.34,10.97,5.8,3.63,5.68,3.07,2.06,50.66,27.28,16.5,25.64,13.82,8.47,10.8,5.98,3.69,5.74,3.22,2.05,0,
